Date,Open,Close,High,Low,Mid,FromCurrency,ToCurrency,,,
Monday 2 January 2023 (02/01/2023),0.0588,0.0588,0.0589,0.0588,0.0589,ZAR,USD,,,
Wednesday 31 May 2023 (31/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Tuesday 30 May 2023 (30/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Monday 29 May 2023 (29/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(28/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(27/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Friday 26 May 2023 (26/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Thursday 25 May 2023 (25/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Wednesday 24 May 2023 (24/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Tuesday 23 May 2023 (23/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Monday 22 May 2023 (22/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(21/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(20/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Friday 19 May 2023 (19/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Thursday 18 May 2023 (18/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Wednesday 17 May 2023 (17/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Tuesday 16 May 2023 (16/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Monday 15 May 2023 (15/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(14/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(13/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Friday 12 May 2023 (12/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Thursday 11 May 2023 (11/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Wednesday 10 May 2023 (10/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Tuesday 9 May 2023 (09/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Monday 8 May 2023 (08/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(07/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(06/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Friday 5 May 2023 (05/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Thursday 4 May 2023 (04/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Wednesday 3 May 2023 (03/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Tuesday 2 May 2023 (02/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Monday 1 May 2023 (01/05/2023),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Wednesday 30 November 2022 (30/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Tuesday 29 November 2022 (29/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Monday 28 November 2022 (28/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(27/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(26/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Friday 25 November 2022 (25/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Thursday 24 November 2022 (24/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Wednesday 23 November 2022 (23/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Tuesday 22 November 2022 (22/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Monday 21 November 2022 (21/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(20/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(19/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Friday 18 November 2022 (18/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Thursday 17 November 2022 (17/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Wednesday 16 November 2022 (16/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Tuesday 15 November 2022 (15/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Monday 14 November 2022 (14/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(13/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(12/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Friday 11 November 2022 (11/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Thursday 10 November 2022 (10/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Wednesday 9 November 2022 (09/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Tuesday 8 November 2022 (08/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Monday 7 November 2022 (07/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(06/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(05/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Friday 4 November 2022 (04/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Thursday 3 November 2022 (03/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Wednesday 2 November 2022 (02/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Tuesday 1 November 2022 (01/11/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Thursday 30 June 2022 (30/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Wednesday 29 June 2022 (29/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Tuesday 28 June 2022 (28/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Monday 27 June 2022 (27/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(26/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(25/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Friday 24 June 2022 (24/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Thursday 23 June 2022 (23/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Wednesday 22 June 2022 (22/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Tuesday 21 June 2022 (21/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Monday 20 June 2022 (20/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(19/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(18/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Friday 17 June 2022 (17/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Thursday 16 June 2022 (16/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Wednesday 15 June 2022 (15/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Tuesday 14 June 2022 (14/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Monday 13 June 2022 (13/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(12/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(11/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Friday 10 June 2022 (10/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Thursday 9 June 2022 (09/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Wednesday 8 June 2022 (08/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Tuesday 7 June 2022 (07/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Monday 6 June 2022 (06/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(05/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
(04/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Friday 3 June 2022 (03/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Thursday 2 June 2022 (02/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Wednesday 1 June 2022 (01/06/2022),0.266654,0.266654,0.266654,0.266654,0.266654,SAR,USD,,,
Friday 30 June 2023 (30/06/2023),1.0864,1.0912,1.0932,1.0836,1.0884,EUR,USD,,,
Thursday 29 June 2023 (29/06/2023),1.0914,1.0864,1.0941,1.0861,1.0901,EUR,USD,,,
Wednesday 28 June 2023 (28/06/2023),1.0961,1.0914,1.0966,1.0897,1.0931,EUR,USD,,,
Tuesday 27 June 2023 (27/06/2023),1.0905,1.0961,1.0977,1.0902,1.094,EUR,USD,,,
Monday 26 June 2023 (26/06/2023),1.0911,1.0905,1.092,1.0888,1.0904,EUR,USD,,,
Friday 23 June 2023 (23/06/2023),1.0956,1.0894,1.0962,1.0845,1.0904,EUR,USD,,,
Thursday 22 June 2023 (22/06/2023),1.0987,1.0956,1.1011,1.0949,1.098,EUR,USD,,,
Wednesday 21 June 2023 (21/06/2023),1.0918,1.0987,1.0991,1.0906,1.0948,EUR,USD,,,
Tuesday 20 June 2023 (20/06/2023),1.0922,1.0918,1.0946,1.0893,1.092,EUR,USD,,,
Monday 19 June 2023 (19/06/2023),1.0938,1.0922,1.0947,1.0907,1.0927,EUR,USD,,,
Friday 16 June 2023 (16/06/2023),1.0945,1.0942,1.0971,1.0918,1.0945,EUR,USD,,,
Thursday 15 June 2023 (15/06/2023),1.0833,1.0945,1.0953,1.0804,1.0878,EUR,USD,,,
Wednesday 14 June 2023 (14/06/2023),1.0794,1.0832,1.0864,1.0775,1.0819,EUR,USD,,,
Tuesday 13 June 2023 (13/06/2023),1.0757,1.0794,1.0824,1.0756,1.079,EUR,USD,,,
Monday 12 June 2023 (12/06/2023),1.0755,1.0758,1.079,1.0733,1.0762,EUR,USD,,,
Friday 9 June 2023 (09/06/2023),1.0782,1.0749,1.0786,1.0743,1.0764,EUR,USD,,,
Thursday 8 June 2023 (08/06/2023),1.0699,1.0782,1.0787,1.0697,1.0742,EUR,USD,,,
Wednesday 7 June 2023 (07/06/2023),1.0693,1.0699,1.074,1.0669,1.0704,EUR,USD,,,
Tuesday 6 June 2023 (06/06/2023),1.0713,1.0693,1.0733,1.0667,1.07,EUR,USD,,,
Monday 5 June 2023 (05/06/2023),1.0716,1.0713,1.0722,1.0675,1.0699,EUR,USD,,,
Friday 2 June 2023 (02/06/2023),1.0762,1.0708,1.0779,1.0705,1.0742,EUR,USD,,,
Thursday 1 June 2023 (01/06/2023),1.069,1.0762,1.0769,1.0662,1.0715,EUR,USD,,,
Tuesday 31 January 2023 (31/01/2023),1.0851,1.0862,1.0875,1.0802,1.0839,EUR,USD,,,
Monday 30 January 2023 (30/01/2023),1.0867,1.0851,1.0914,1.0839,1.0877,EUR,USD,,,
Friday 27 January 2023 (27/01/2023),1.0892,1.0869,1.09,1.0838,1.0869,EUR,USD,,,
Thursday 26 January 2023 (26/01/2023),1.0916,1.0892,1.093,1.0851,1.089,EUR,USD,,,
Wednesday 25 January 2023 (25/01/2023),1.0888,1.0916,1.0923,1.0858,1.089,EUR,USD,,,
Tuesday 24 January 2023 (24/01/2023),1.0872,1.0888,1.0898,1.0835,1.0867,EUR,USD,,,
Monday 23 January 2023 (23/01/2023),1.0868,1.0872,1.0927,1.0847,1.0887,EUR,USD,,,
Friday 20 January 2023 (20/01/2023),1.0831,1.0856,1.0858,1.0802,1.083,EUR,USD,,,
Thursday 19 January 2023 (19/01/2023),1.0795,1.0831,1.084,1.0782,1.0811,EUR,USD,,,
Wednesday 18 January 2023 (18/01/2023),1.0788,1.0794,1.0887,1.0767,1.0827,EUR,USD,,,
Tuesday 17 January 2023 (17/01/2023),1.0822,1.0788,1.0869,1.0775,1.0822,EUR,USD,,,
Monday 16 January 2023 (16/01/2023),1.0834,1.0822,1.0874,1.0802,1.0838,EUR,USD,,,
Friday 13 January 2023 (13/01/2023),1.0852,1.0833,1.0868,1.0781,1.0824,EUR,USD,,,
Thursday 12 January 2023 (12/01/2023),1.0757,1.0852,1.0867,1.0732,1.0799,EUR,USD,,,
Wednesday 11 January 2023 (11/01/2023),1.0734,1.0757,1.0776,1.0726,1.0751,EUR,USD,,,
Tuesday 10 January 2023 (10/01/2023),1.0732,1.0734,1.0759,1.0712,1.0736,EUR,USD,,,
Monday 9 January 2023 (09/01/2023),1.0637,1.0732,1.0761,1.0636,1.0698,EUR,USD,,,
Friday 6 January 2023 (06/01/2023),1.0522,1.0645,1.0648,1.0484,1.0566,EUR,USD,,,
Thursday 5 January 2023 (05/01/2023),1.0604,1.0522,1.0632,1.0515,1.0573,EUR,USD,,,
Wednesday 4 January 2023 (04/01/2023),1.0548,1.0604,1.0635,1.0541,1.0588,EUR,USD,,,
Tuesday 3 January 2023 (03/01/2023),1.0668,1.0548,1.0683,1.052,1.0601,EUR,USD,,,
Monday 2 January 2023 (02/01/2023),1.0704,1.0668,1.071,1.0651,1.068,EUR,USD,,,
Friday 31 March 2023 (31/03/2023),1.0906,1.0842,1.0926,1.0837,1.0881,EUR,USD,,,
Thursday 30 March 2023 (30/03/2023),1.0845,1.0905,1.0926,1.0824,1.0875,EUR,USD,,,
Wednesday 29 March 2023 (29/03/2023),1.0845,1.0844,1.0871,1.0819,1.0845,EUR,USD,,,
Tuesday 28 March 2023 (28/03/2023),1.0798,1.0845,1.0849,1.0796,1.0822,EUR,USD,,,
Monday 27 March 2023 (27/03/2023),1.0777,1.0798,1.0801,1.0745,1.0773,EUR,USD,,,
Friday 24 March 2023 (24/03/2023),1.0833,1.076,1.0839,1.0714,1.0777,EUR,USD,,,
Thursday 23 March 2023 (23/03/2023),1.0856,1.0832,1.093,1.0825,1.0877,EUR,USD,,,
Wednesday 22 March 2023 (22/03/2023),1.0769,1.0856,1.0912,1.0759,1.0836,EUR,USD,,,
Tuesday 21 March 2023 (21/03/2023),1.0723,1.0769,1.0788,1.0704,1.0746,EUR,USD,,,
Monday 20 March 2023 (20/03/2023),1.0689,1.0723,1.0731,1.0632,1.0681,EUR,USD,,,
Sunday (19/03/2023),1.0689,1.0723,1.0731,1.0632,1.0681,EUR,USD,,,
Friday 17 March 2023 (17/03/2023),1.0612,1.0666,1.0685,1.0609,1.0647,EUR,USD,,,
Thursday 16 March 2023 (16/03/2023),1.0577,1.0612,1.0635,1.0551,1.0593,EUR,USD,,,
Wednesday 15 March 2023 (15/03/2023),1.0733,1.0578,1.076,1.0517,1.0638,EUR,USD,,,
Tuesday 14 March 2023 (14/03/2023),1.0731,1.0733,1.075,1.0679,1.0714,EUR,USD,,,
Monday 13 March 2023 (13/03/2023),1.065,1.0732,1.0749,1.065,1.0699,EUR,USD,,,
Saturday (11/03/2023,1.0583,1.064,1.07,1.0574,1.0637,EUR,USD,,,
Friday 10 March 2023 (10/03/2023),1.0583,1.064,1.07,1.0574,1.0637,EUR,USD,,,
Thursday 9 March 2023 (09/03/2023),1.0544,1.0583,1.0591,1.0538,1.0565,EUR,USD,,,
Wednesday 8 March 2023 (08/03/2023),1.0549,1.0544,1.0574,1.0526,1.055,EUR,USD,,,
Tuesday 7 March 2023 (07/03/2023),1.0682,1.0549,1.0695,1.0546,1.062,EUR,USD,,,
Monday 6 March 2023 (06/03/2023),1.0618,1.0682,1.0695,1.0618,1.0656,EUR,USD,,,
Friday 3 March 2023 (03/03/2023),1.0597,1.0635,1.0639,1.0588,1.0614,EUR,USD,,,
Thursday 2 March 2023 (02/03/2023),1.0669,1.0597,1.0673,1.0577,1.0625,EUR,USD,,,
Wednesday 1 March 2023 (01/03/2023),1.0576,1.0669,1.0691,1.0565,1.0628,EUR,USD,,,
Wednesday 31 May 2023 (31/05/2023),1.0735,1.069,1.0736,1.0635,1.0686,EUR,USD,,,
Tuesday 30 May 2023 (30/05/2023),1.0708,1.0735,1.0747,1.0673,1.071,EUR,USD,,,
Monday 29 May 2023 (29/05/2023),1.0724,1.0711,1.0743,1.0706,1.0725,EUR,USD,,,
Friday 26 May 2023 (26/05/2023),1.0725,1.0727,1.0759,1.0702,1.073,EUR,USD,,,
Thursday 25 May 2023 (25/05/2023),1.075,1.0725,1.0757,1.0708,1.0732,EUR,USD,,,
Wednesday 24 May 2023 (24/05/2023),1.0771,1.075,1.0801,1.0748,1.0775,EUR,USD,,,
Tuesday 23 May 2023 (23/05/2023),1.0813,1.0771,1.0821,1.076,1.079,EUR,USD,,,
Monday 22 May 2023 (22/05/2023),1.0812,1.0813,1.0831,1.0796,1.0814,EUR,USD,,,
Saturday 20 May 2023 (20/05/2023),1.077,1.0806,1.0829,1.076,1.0794,EUR,USD,,,
Friday 19 May 2023 (19/05/2023),1.077,1.0806,1.0829,1.076,1.0794,EUR,USD,,,
Thursday 18 May 2023 (18/05/2023),1.084,1.077,1.0848,1.0763,1.0805,EUR,USD,,,
Wednesday 17 May 2023 (17/05/2023),1.0863,1.084,1.0874,1.081,1.0842,EUR,USD,,,
Tuesday 16 May 2023 (16/05/2023),1.0874,1.0863,1.0904,1.0855,1.088,EUR,USD,,,
Monday 15 May 2023 (15/05/2023),1.0863,1.0874,1.0891,1.0848,1.0869,EUR,USD,,,
Friday 12 May 2023 (12/05/2023),1.0916,1.085,1.0935,1.0848,1.0892,EUR,USD,,,
Thursday 11 May 2023 (11/05/2023),1.0983,1.0916,1.0998,1.09,1.0949,EUR,USD,,,
Wednesday 10 May 2023 (10/05/2023),1.0961,1.0983,1.1007,1.0942,1.0974,EUR,USD,,,
Tuesday 9 May 2023 (09/05/2023),1.1004,1.0961,1.1007,1.0942,1.0974,EUR,USD,,,
Monday 8 May 2023 (08/05/2023),1.1034,1.1004,1.1054,1.1,1.1027,EUR,USD,,,
Friday 5 May 2023 (05/05/2023),1.1013,1.1018,1.1048,1.0967,1.1008,EUR,USD,,,
Thursday 4 May 2023 (04/05/2023),1.1063,1.1013,1.1091,1.0987,1.1039,EUR,USD,,,
Wednesday 3 May 2023 (03/05/2023),1.1,1.1063,1.1091,1.1,1.1045,EUR,USD,,,
Tuesday 2 May 2023 (02/05/2023),1.0976,1.0999,1.1008,1.0943,1.0975,EUR,USD,,,
Monday 1 May 2023 (01/05/2023),1.1037,1.0976,1.1037,1.0965,1.1001,EUR,USD,,,
Friday 21 July 2023 (21/07/2023),1.113,1.1126,1.1145,1.1108,1.1127,EUR,USD,,,
Saturday 19 August 2023 (19/08/2023),1.0873,1.0873,1.0894,1.0845,1.087,EUR,USD,,,
Saturday 8 July 2023 (08/07/2023),1.0892,1.097,1.0973,1.0867,1.092,EUR,USD,,,
